wgs	wgbs
2.98666307712	3.3168655215
2.84975820278	3.30197734567
2.94114967927	3.270480403
2.91302591052	3.19645531261
2.93107729334	3.22700525666
3.12019028397	3.32290010676
2.82246128863	3.24931851626
3.02947869703	3.39052952254
2.92138771722	3.32203368733
2.90844756502	3.22794860861
2.95168649479	3.31290861695
2.98195203926	3.28198438226
2.98061189494	3.33819604629
2.90155926064	3.23911698255
2.93053066488	3.25637961471
2.97340305176	3.34086007985
2.98289562987	3.26253688436
2.85807325695	3.22539956065
2.98964915854	3.23809687927
2.9306533657	3.21154820704
2.8870470399	3.15222669154
2.95270360451	3.20613993904
2.96208011278	3.27041992725
2.97753334632	3.20417250174
2.81970449289	3.19081207844
3.03031893102	3.27944613956
2.9226888648	3.26880710726
3.06218785524	3.3422010199
2.9077602659	3.33066251935
3.03703461218	3.24980545763
2.89931675178	3.3138626128
2.96881245992	3.22623342148
2.82298733171	3.19107780469
2.93009089425	3.22344134084
2.90391512334	3.17715737424
2.94769257482	3.12812743263
2.94997610294	3.21810138658
2.96806824837	3.27587271196
2.91887468781	3.24151300115
2.77089362894	3.13954222077
2.84583427677	3.26902414076
2.98696531692	3.27243241728
2.95285620957	3.26568959612
2.90713323062	3.26940206678
3.02935084141	3.30688123106
3.01236700848	3.34037466094
3.07885919829	3.27929575262
3.04591894361	3.30992396699
2.91936034695	3.32038437014
2.97859750996	3.4386925945
2.81399714062	3.23887528811
3.03705035296	3.22375795488
3.04160319348	3.34413483666
2.87614136639	3.12157407357
3.0421619005	3.32449947835
2.95376079704	3.3779800949
2.88241779796	3.31475452268
2.93969076341	3.17859801662
2.90507867772	3.20089369781
3.00027181186	3.21457258085
2.91172046762	3.24605957619
2.89000431491	3.32208047131
2.89650743482	3.28173920986
2.93715472944	3.32107594768
2.80265149279	3.24534102257
2.9536777955	3.23263617186
2.98142706672	3.33890253342
2.8488591026	3.21648854759
2.77236087434	3.09011346963
3.00520152877	3.36548696302
2.95805610624	3.30807271933
3.0266063962	3.27519672916
3.04947567786	3.43772747681
2.9589777823	3.33245707392
2.87977226962	3.38340896079
3.03172103323	3.25573509854
3.01373685679	3.21864404046
2.88301352349	3.14517585859
3.0515083542	3.29749794056
3.04498470918	3.37171849139
3.11328793798	3.3625686473
2.90177932005	3.28517202183
3.03371333835	3.45478780336
3.01628157173	3.35130359844
2.90964153518	3.39075465701
2.92700513656	3.25704001087
2.89202789432	3.18365049788
2.94157275985	3.24093273451
2.9276006051	3.23270270614
2.9582512031	3.26290853726
2.83479543473	3.27127106221
2.95444273808	3.25244443498
2.83173284634	3.25653181259
3.06233414099	3.36260241388
2.90881677254	3.19470281108
2.87136010656	3.23815639459
2.96314876416	3.25750645224
2.92936896544	3.37268408068
3.00237715777	3.37324614543
2.93423729159	3.22959880834
2.92350239545	3.16669634553
2.89238128507	3.16235578919
2.87728930799	3.22980790579
2.91750479181	3.19944219586
2.97504559862	3.19941876672
2.86179632569	3.10867457707
3.06695873126	3.44785540434
2.93643404209	3.37269212728
2.93483043828	3.25099172518
3.02036225935	3.29878662545
2.95682613943	3.16336614033
3.02037691837	3.18187462645
2.96328940398	3.31702713003
2.87108309211	3.21786301961
2.87218622106	3.24561010495
2.9463508114	3.21365550216
2.8886270714	3.22044698245
2.93378040628	3.15369138933
2.94863910925	3.31433747942
2.76629024765	3.14217930075
2.97607622609	3.13478409557
3.20178955712	3.1739149966
2.90038024973	3.24891682048
2.91932046974	3.2402270934
2.88222181908	3.23773198682
2.93572415251	3.19887094062
2.81257773698	3.23234110331
2.88381674599	3.26425962064
2.85539320745	3.13705702591
2.89648749425	3.27997670506
2.86327624975	3.18486967091
2.9918166486	3.26960073939
2.83276730998	3.21899882259
2.86813992748	3.2531989091
2.97311057356	3.32086560733
3.05642166863	3.40079062221
2.98019522133	3.27789949685
2.97036757873	3.41401837025
2.91212575715	3.15058560205
2.97103859808	3.20224320871
2.8086791021	3.16236145206
2.82585430152	3.15791852483
2.8224072777	3.10502998545
2.86276619481	3.11435761175
2.95095023792	3.26944260369
2.96130195662	3.28375964895
2.92679767733	3.30779392375
2.92729883489	3.32575805717
2.90250145788	3.19882436548
2.92759186306	3.2761951339
2.8633507398	3.23865723541
2.87826860162	3.23480447472
2.91912473813	3.18886884601
2.97546053425	3.26177853634
2.97011905377	3.3145099582
3.00613071434	3.36007271217
3.01667844817	3.35391198021
2.92359826151	3.35389632887
3.01041239976	3.26353599681
2.8896516895	3.27509019897
2.97393624022	3.2993677246
2.91947309703	3.2560452316
2.86631159535	3.31445660515
2.92149589094	3.25913735424
2.84844858191	3.17493144266
3.13297589586	3.40962781512
3.05354290651	3.3356201813
3.02632860498	3.38217788462
2.97635839418	3.22624729199
3.03441249111	3.24975019669
2.94020228977	3.35326014394
2.99143213952	3.29022448921
2.90546928347	3.32618901805
2.91681778865	3.29821009426
3.16536528216	3.45087844143
2.93669093634	3.27800587503
2.97007027062	3.35450129506
3.04088070579	3.31636248941
2.90839610035	3.31227522995
2.89475314518	3.24327559521
3.0598520692	3.3710370859
2.91183377952	3.28222055664
2.94932116256	3.27262088938
2.92247033712	3.18104637179
2.98046613492	3.27274570915
2.89994014232	3.25000324325
2.95414859274	3.28368131148
2.89291616365	3.36058580457
2.9626085353	3.2615482794
2.98891251952	3.21057382254
2.97531587618	3.23996752329
3.047737085	3.26093810753
2.94670589309	3.33382469885
3.05134987314	3.4044429934
2.9162302441	3.31548128945
2.90307472617	3.21480223364
2.83980416463	3.17940773911
2.98145408042	3.24617699132
2.91569803547	3.44247678525
2.9702129893	3.24586435218
2.94243283134	3.29493167493
2.90871627365	3.23465895308
2.89582875093	3.22894085025
2.93193157922	3.35967927036
3.06473339736	3.35011036082
2.98084037856	3.26549996234
2.9986397154	3.33133124899
2.92261428497	3.2478435544
2.95667452273	3.30904928912
2.93483541418	3.18957519553
2.96601679993	3.25044796134
2.97249496365	3.34310981948
2.88670569306	3.19405745801
2.90594624549	3.26362714803
2.91183340951	3.15786445775
2.98684547372	3.26983320031
3.04088771785	3.3014723622
2.94372155886	3.22244844297
2.91567277361	3.23718535017
2.95954947114	3.31460478337
2.92192904828	3.19456562335
