wgs	wgbs
2.99576728049	3.36082401746
2.94751771673	3.29653057999
2.91268185131	3.24046657039
2.91894616477	3.15058599314
2.93801298218	3.20609480752
2.92772167109	3.34805222477
2.81778097882	3.33894968782
3.03434394611	3.37672256628
2.9058868244	3.18446649233
2.89068799982	3.19495495002
2.84597517424	3.13444842641
2.89293473331	3.23278918806
2.96050662283	3.1976833195
3.02322388105	3.45370319174
2.96089476746	3.17354940845
2.81713858147	3.20889873592
2.98425529403	3.20336179495
2.92739741959	3.22344060928
2.90267997634	3.17913114839
2.91648378767	3.20351680363
2.98288804299	3.23493550964
2.94548501048	3.25402999218
2.8918029263	3.19213293491
2.91599813782	3.22778232544
2.91887884977	3.24767811649
2.85881531714	3.20670868603
2.94448418427	3.3129745288
2.92221540474	3.22908911187
2.91048303304	3.26745656152
3.00955611955	3.35112992819
2.90459837239	3.09680630667
2.96055659898	3.21294264897
2.93842058514	3.2036585446
2.91147305233	3.29061650994
3.03416233137	3.30847267402
2.92473200177	3.23551208192
2.97196507984	3.27506408139
2.94090701394	3.18200372954
2.85149267722	3.23741591568
3.00692677639	3.21346633779
2.93858122029	3.29080997803
2.98896960103	3.29495276842
2.93512190285	3.27243327856
3.04822067965	3.2460553122
2.92911986186	3.2796421031
2.98027689143	3.31977636204
2.99771970368	3.30702747108
2.92320570124	3.32012404354
2.95986343986	3.21790710393
2.87097859222	3.16852101991
3.1099803454	3.37235145045
3.03071651397	3.23429784126
3.06491859391	3.28377816307
2.94305027454	3.14977756212
2.95862791945	3.21799751177
3.00833507328	3.3183897174
2.90044849747	3.26678957732
2.99326204554	3.35355872045
2.98143066186	3.22323364686
3.01351898428	3.27732834287
2.93160343253	3.271683082
2.97246580674	3.17210490864
3.03284774688	3.26093023071
3.08530451087	3.36768243422
2.97351723341	3.27561431249
2.81592550255	3.1970193959
2.97451553616	3.21021001268
3.00772046494	3.31581576489
3.07104054928	3.32588382243
2.94260088514	3.31865289364
2.94455249813	3.15441951217
2.87676902965	3.26165491552
2.92915544007	3.38018109725
3.04305431623	3.36173566829
2.96204584503	3.1925177736
3.01369966746	3.33426043694
3.00762677907	3.33874629847
3.13759438109	3.35251694789
3.02093473734	3.24079138708
3.04686461196	3.40893029835
2.92829573349	3.21799978559
2.99181835779	3.26079814745
2.87120179152	3.18621238035
2.91062903813	3.26204022703
2.99237832788	3.33160080043
3.04605588634	3.32311608555
3.00552459047	3.30290397668
3.11988534946	3.28595353981
3.0365108947	3.37588104943
2.93782576148	3.35095825727
2.86212837162	3.31138882428
3.04038952691	3.30649713847
2.91054625908	3.26569928472
2.93641962531	3.17876566904
2.83553013128	3.16694006507
2.8871263554	3.19691346355
2.91550606541	3.21220403857
2.98236839689	3.20465078223
3.01247732062	3.4238479563
3.00160617332	3.42092344319
2.94800326124	3.31631814874
2.81149615073	3.3224067348
2.89703087278	3.21416426659
2.91439232082	3.1617757378
2.96144062766	3.3193997124
2.89186419865	3.20100189476
2.91712742749	3.31845979073
2.89760933091	3.23824333721
3.01603734871	3.31873943354
3.04689347819	3.34609877934
2.87569013991	3.24508227565
2.97931414184	3.19329667391
2.93898710753	3.24219970682
2.8852075999	3.23881096269
2.89136009171	3.25126137022
2.93382033507	3.19448209758
2.75657104907	3.1931739769
2.97266972287	3.26670826615
2.91496418705	3.28803625703
2.86210891073	3.22896204357
2.824474894	3.29575225165
2.88561556976	3.19162559926
2.87974028997	3.122948933
2.86883836839	3.15124056519
3.02054994802	3.29982572112
2.89549392546	3.1936994878
2.9148833677	3.22710684021
2.93173397347	3.28094008253
2.96526369258	3.23298569375
2.94579298482	3.30617830724
2.94114122593	3.28384739318
2.78203709578	3.21167841129
2.87344013686	3.25679242589
2.83088285445	3.22649811741
2.82102271491	3.20818323054
2.96891636928	3.28254480794
2.91486242381	3.20654999018
2.99463524928	3.17110548696
2.94480123653	3.29852502509
2.94627289665	3.27782311633
2.9800967853	3.38983123155
2.92913677849	3.219611503
2.94523176434	3.30732930526
2.93820767519	3.31159692083
2.98961080545	3.38937991727
3.03540334656	3.27524189345
3.00479911388	3.29013307547
3.06989761763	3.38461807562
3.00176748576	3.17803544347
2.98937800082	3.29175608379
2.8865786482	3.16815701688
2.95434520645	3.27555819352
2.95268116199	3.19753274771
2.95143101702	3.31889624624
2.94770949906	3.27542850879
2.84342815063	3.21253827713
2.99090277459	3.19267492251
2.98758696999	3.19693808624
3.07836978754	3.37414951709
2.96355165002	3.31435867636
2.98710888877	3.24533963477
3.04452224573	3.28452903157
2.95962540288	3.26286098304
2.89654141131	3.30088918663
2.83946820697	3.21576447128
2.86781308641	3.15021464482
2.88475964449	3.13968854839
2.89006748394	3.27877024422
3.07713015554	3.3923022246
2.9784820468	3.28633957538
2.96085837396	3.22647147802
2.96883246312	3.27672431907
3.02193937097	3.228831237
2.90366554808	3.17905536397
2.92757781194	3.2710264602
2.92730597954	3.22314675957
2.90226665218	3.18826669344
2.91685726929	3.23486415004
3.06625428659	3.34239049771
2.99716788893	3.34587851658
2.97926391192	3.31050178656
2.88587115753	3.27023598661
2.95548985363	3.25683064943
3.11457056297	3.30082496669
2.90508663133	3.18935169641
2.93582304171	3.29418410717
3.03016414997	3.34886403988
2.82798711464	3.14215502342
3.00313717576	3.28537162652
2.99354385949	3.25995498549
2.91508638806	3.21724350217
2.88900262123	3.20689109342
3.00412334757	3.29105530356
2.98519680124	3.29833296559
2.86970370016	3.1137727141
2.93676938597	3.21531922091
3.00756539512	3.3173892219
3.03447845767	3.25534830241
2.99888404132	3.3166761372
2.89585601034	3.37865808354
3.11261555088	3.23328325414
3.02357888792	3.31736409357
3.03388960538	3.42234450052
2.97371329733	3.32894501162
3.02456070565	3.14806153913
3.02738234833	3.42510771875
3.03188392898	3.19119008829
3.09792403009	3.33825411975
3.02062176447	3.29487030687
2.9198297709	3.17920478522
2.89865820742	3.21810397703
2.92567932487	3.2163412885
2.94313791797	3.21517650468
2.94670623118	3.22755152927
2.92556022302	3.11262565106
2.82572826913	3.20987255521
2.93006556882	3.28642405179
2.93784143362	3.23888656324
3.03359829126	3.45439429593
3.06371818388	3.41511848253
2.92485004275	3.31541499768
2.91311780784	3.34498162562
3.05096859238	3.3647374108
2.83887497738	3.25386922678
2.89244312698	3.15869970445
2.92124557614	3.25345961172
2.98619042728	3.34070591158
2.99501965888	3.29920845948
3.10218558955	3.35497756638
3.01929359972	3.35111039962
2.97311859605	3.22571155013
3.007721943	3.32169261312
2.8827369568	3.20712519286
2.96105147896	3.35168647978
2.92458949267	3.20667582711
2.87379840149	3.26346468535
3.02548034395	3.29672833136
2.84821730154	3.34366246448
2.89531783641	3.26485890718
2.92043286302	3.30018823776
2.94656885302	3.18090367328
2.93483460751	3.27613494087
2.94355252226	3.24329995686
2.91290470858	3.19515152399
2.94004997982	3.18702732287
2.94516240409	3.26368957639
2.85130090152	3.26786177606
3.01104460378	3.25187812526
3.04388394049	3.30030062671
2.99778539244	3.22374908446
3.07098758197	3.348635826
2.98495521046	3.27540669974
3.05270152269	3.36896217901
2.96211465142	3.34631692979
2.96895945859	3.27709744127
2.99337575791	3.2865789025
2.99576605048	3.27022915811
2.95734483611	3.16221242298
2.96560384595	3.33467009507
2.93997384591	3.31045476783
2.99032402729	3.3041185681
2.97041895648	3.30596419145
3.01015240469	3.17200855526
2.92656110885	3.22494087283
2.93455994192	3.18783658816
2.91558504564	3.32498282239
2.99467150013	3.27740574698
2.87204997701	3.25671197136
2.96135180913	3.29571295727
2.97413578602	3.29392982426
3.01931720179	3.36673774568
3.04355884897	3.31646222022
2.84274465909	3.1871744577
2.96066649543	3.27110111351
3.03235561623	3.43192170161
2.90383985187	3.25478697862
2.92627004679	3.21524242723
2.9663738841	3.20362845535
2.91489874356	3.1111391421
3.0061708724	3.17232936761
2.98926031939	3.33562398227
2.94191825878	3.35238153048
3.01611653537	3.35547169639
